"Internal Reff","Name","Price","POS Category"
4169999121,"C & C PINEAPPLE                              ",1.79,"Grocery"
4169999714,"C & C COLA CHAMPAGNE                         ",1.79,"Grocery"
4172728003,"CARPET FRESH NO VAC RAIN                     ",3.39,"Grocery"
4173600011,"FILIPPO BERIO OLIVE OIL                      ",30.69,"Grocery"
4173600028,"FILIPPO BERIO OLIVE OIL REGULAR              ",16.59,"Grocery"
4173600160,"FILIPPO BERIO OLIVE OIL GLASS                ",9.99,"Grocery"
4173600180,"FILIPPO BERIO OLIVE OIL                      ",7.39,"Grocery"
4173600190,"FILIPPO BERIO OLIVE OIL                      ",4.59,"Grocery"
4173601011,"FILIPPO BERIO EXTRA VIRGIN OLIVE OIL         ",30.69,"Grocery"
4173601013,"FILIPPO BERIO EXTRA VIRGIN OLIVE OIL         ",11.09,"Grocery"
4173601014,"FILIPPO BERIO EXTRA VIRGIN OLIVE OIL         ",8.49,"Grocery"
4173601016,"FILIPPO BERIO EXTRA VIRGIN OLIVE OIL         ",5.29,"Grocery"
4173601028,"FILIPPO BERIO OLIVE OIL EXTRA VIRGIN         ",19.69,"Grocery"
4173603013,"FILIPPO BERIO OLIVE OIL X-LIGHT              ",9.99,"Grocery"
4173603014,"FILIPPO BERIO EXTRA LIGHT OLIVE OIL          ",7.39,"Grocery"
4173603016,"FILIPPO BERIO EXTRA LIGHT OLIVE OIL          ",4.59,"Grocery"
4173603028,"FILIPPO BERIO OLIVE OIL X-LIGHT              ",16.59,"Grocery"
4173604014,"FILIPPO BERIO ORGNC EXTRA VRGN OLIVE OIL     ",9.39,"Grocery"
4173605014,"FILIPPO BERIO EXTRA VIRGIN ROBUSTO           ",9.39,"Grocery"
4173606014,"FILIPPO BERIO EXTRA VIRGIN DELICATO          ",9.39,"Grocery"
4173720102,"2000 FLUSHES BLUE + DETERGENT                ",4.09,"Grocery"
4173720801,"2000 FLUSHES BLUE W/BLEACH                   ",4.09,"Grocery"
4173727600,"CARPET FRESH POTPOURRI COUNTRY               ",1.99,"Grocery"
4173727800,"CARPET FRESH MOUNTAIN                        ",1.99,"Grocery"
4173728001,"CARPET FRESH NO VAC APPLE CINNAMON           ",3.39,"Grocery"
4173728002,"CARPET FRESH NO VAC SUPER PET                ",3.39,"Grocery"
4173728014,"CARPET FRESH NO VAC FRESH SCENT              ",3.39,"Grocery"
4174000018,"GOLD'S HORSERADISH SCE SQZ BTL               ",2.89,"Grocery"
4174000023,"GOLD'S NY DELI MUSTRD LW SALT SQZ            ",2.19,"Grocery"
4174000072,"GOLD'S COCKTAIL SAUCE                        ",2.69,"Grocery"
4174000080,"GOLD'S BORSCHT                               ",2.59,"Grocery"
4174000084,"GOLDS RUSSIAN BORSCHT                        ",2.59,"Grocery"
4174000111,"GOLD'S SWEET/SOUR DUCK SAUCE                 ",2.69,"Grocery"
4174000115,"GOLD'S SWEET/SOUR DUCK SCE                   ",3.79,"Grocery"
4174000116,"GOLD'S HOT/SPICY DUCK SCE                    ",3.49,"Grocery"
4174000117,"GOLD'S GARLIC DUCK SCE                       ",3.49,"Grocery"
4174000443,"GOLD'S DELI MUSTARD SQZ BTL                  ",2.19,"Grocery"
4174099421,"NATHAN'S CNY ISLND DELI MUSTARD              ",2.19,"Grocery"
4174099422,"NATHAN'S CNY ISLND DELI MUSTARD SQZ          ",2.49,"Grocery"
4174099431,"NATHAN'S CNY ISLND SPCY BRWN MUSTRD          ",2.19,"Grocery"
4178801605,"KAT KIT LITTER TRAY                          ",4.19,"Grocery"
4178900101,"MARUCHAN INST LUNCH LIME CHICKEN             ",0.79,"Grocery"
4178900105,"MARUCHAN INST LUNCH LIME SHRIMP              ",0.79,"Grocery"
4178900111,"MARUCHAN INST LUNCH LIME CHILI CHKN          ",0.79,"Grocery"
4178900115,"MARUCHAN INST LUNCH LME CHILI/SHRMP          ",0.79,"Grocery"
4178900121,"MARUCHAN INST LUNCH CHICKEN                  ",0.79,"Grocery"
4178900122,"MARUCHAN INST LUNCH BEEF                     ",0.79,"Grocery"
4178900125,"MARUCHAN INST LUNCH SHRIMP                   ",0.79,"Grocery"
4178900126,"MARUCHAN INST LUNCH CAL VEGETABLES           ",0.79,"Grocery"
4178900131,"MARUCHAN CHICKEN CUP 6PK                     ",3.99,"Grocery"
4178900132,"MARUCHAN BEEF CUP 6PK                        ",3.99,"Grocery"
4178900135,"MARUCHAN SHRIMP CUP 6PK                      ",3.99,"Grocery"
4178900143,"MARUCHAN INST LUNCH HOT/SPICY CHKN           ",0.79,"Grocery"
4178900151,"MARUCHAN INST LUNCH CREAMY CHICKEN           ",0.79,"Grocery"
4178900157,"MARUCHAN INST LUNCH ROAST CHICKEN            ",0.79,"Grocery"
4178900158,"MARUCHAN INST LUNCH ROAST BEEF               ",0.79,"Grocery"
4178900159,"MARUCHAN INST LUNCH CHICKEN VEGETBL          ",0.79,"Grocery"
4178900166,"MARUCHAN INST LUNCH CHEDDAR CHEESE           ",0.79,"Grocery"
4178900211,"MARUCHAN RAMEN NOODLES CHICKEN               ",0.39,"Grocery"
4178900212,"MARUCHAN RAMEN NOODLES BEEF                  ",0.39,"Grocery"
4178900214,"MARUCHAN RAMEN NOODLES ORIENTAL              ",0.39,"Grocery"
4178900215,"MARUCHAN RAMEN NOODLES MUSTROOM              ",0.39,"Grocery"
4178900216,"MARUCHAN RAMEN NOODLES CHILI                 ",0.39,"Grocery"
4178900217,"MARUCHAN RAMEN NOODLES SHRIMP                ",0.39,"Grocery"
4178900231,"MARUCHAN RAMEN NOODLES CHICKEN 12PK          ",4.19,"Grocery"
4178900232,"MARUCHAN RAMEN NOODLES BEEF 12PK             ",4.19,"Grocery"
4178900237,"MARUCHAN RAMEN NOODLES SHRIMP 12PK           ",4.19,"Grocery"
4178900246,"MARUCHAN RAMEN NOODLES CHKN MUSHRM           ",0.39,"Grocery"
4178900257,"MARUCHAN RAMEN NOODLES RSTD CHICKEN          ",0.39,"Grocery"
4178900258,"MARUCHAN RAMEN NOODLES ROASTED BEEF          ",0.39,"Grocery"
4178900301,"MARUCHAN BOWL CHICKEN                        ",5.29,"Grocery"
4178900302,"MARUCHAN BOWL HOT SPICY CHICKEN              ",5.29,"Grocery"
4178900303,"MARUCHAN BOWL HOT SPICY SHRIMP               ",5.29,"Grocery"
4178900701,"MARUCHAN YAKISOBA CHICKEN                    ",1.39,"Grocery"
4178900705,"MARUCHAN YAKISOBA SHRIMP                     ",1.39,"Grocery"
4178900707,"MARUCHAN YAKISOBA TERIYAKI                   ",1.39,"Grocery"
4178900708,"MARUCHAN YAKISOBA NDLES SOY                  ",1.39,"Grocery"
4178900743,"MARUCHAN YAKISOBA NDLES SPICY CHKN           ",1.39,"Grocery"
4178931140,"MARUCHAN 60 CHK/36 SHRMP/24 BF SHPR          ",0.79,"Grocery"
4179000130,"BERTOLLI OLIVE OIL CLASSICO                  ",20.99,"Grocery"
4179000140,"BERTOLLI CLASSICO OLIVE OIL                  ",9.09,"Grocery"
4179000140,"BERTOLLI OLIVE OIL                           ",9.09,"Grocery"
4179000160,"BERTOLLI EXTRA VIRGIN OLIVE OIL              ",9.89,"Grocery"
4179000160,"BERTOLLI EXTRA VIRGIN OLIVE OIL              ",9.89,"Grocery"
4179000170,"BERTOLLI OLIVE OIL CLASSICO                  ",29.69,"Grocery"
4179000225,"BERTOLLI OLIVE OIL EXTRA VIRGIN              ",23.69,"Grocery"
4179000420,"BERTOLLI EXTRA LIGHT OLIVE OIL               ",9.09,"Grocery"
4179000420,"BERTOLLI EXTRA LIGHT OLIVE OIL               ",9.09,"Grocery"
4179000435,"BERTOLLI OLIVE OIL X-LIGHT                   ",20.99,"Grocery"
4179021426,"BERTOLLI EXTRA VIRGIN OLIVE OIL              ",13.29,"Grocery"
4179021426,"BERTOLLI EXTRA VIRGIN OLIVE OIL              ",13.29,"Grocery"
4179022093,"BERTOLLI EXTRA LIGHT OLIVE OIL               ",11.99,"Grocery"
4179022093,"BERTOLLI EXTRA LIGHT OLIVE OIL               ",11.99,"Grocery"
4179022106,"BERTOLLI CLASSICO OLIVE OIL                  ",11.99,"Grocery"
4179022106,"BERTOLLI CLASSIC OLIVE OIL                   ",11.99,"Grocery"
4180000005,"WELCH'S GRAPE JELLY                          ",3.09,"Grocery"
4180000008,"WELCH'S GRAPE JAM                            ",3.09,"Grocery"
4180000019,"WELCH'S GRAPE JELLY           SQZE           ",2.99,"Grocery"
4180000025,"WELCH'S SQUEEZABLE GRAPE JELLY               ",2.99,"Grocery"
4180000026,"WELCH'S SQUEEZABLE GRAPE JAM                 ",2.99,"Grocery"
4180000028,"WELCH'S SQUEEZABLE STRAW SPREAD              ",3.69,"Grocery"
4180000031,"WELCH'S GRAPE JAM             SQZE           ",2.99,"Grocery"
4180000036,"WELCH'S STRAWBERRY SPREAD                    ",4.19,"Grocery"
4180000041,"WELCH'S STRAWBERRY SPREAD     SQZE           ",3.69,"Grocery"
4180000043,"WELCH'S GRAPE JELLY                          ",2.89,"Grocery"
4180000045,"WELCH'S GRAPE JAM                            ",2.89,"Grocery"
4180011000,"WELCH'S 100% TROP ORNG CONCENTRATE           ",2.69,"Grocery"
4180015700,"WELCH'S 100% GRAPE JCE CONCENTRATE           ",2.69,"Grocery"
4180019300,"WELCH'S 100% APPLE JCE CONCENTRATE           ",2.69,"Grocery"
4180020058,"WELCH'S LIGHT GRAPE JUICE                    ",3.89,"Grocery"
4180020058,"WELCH'S LIGHT GRAPE JUICE                    ",3.99,"Grocery"
4180020063,"WELCH'S ESSENTIALS CONCORD GRAPE             ",3.99,"Grocery"
4180020063,"WELCH'S ESSENTIAL CONCORD GRAPE              ",3.89,"Grocery"
4180020064,"WELCH'S ESSENTIAL GRAPE/CRANBERRY            ",3.89,"Grocery"
4180020065,"WELCH'S ESSENTIAL GRAPE/PCH/MANGO            ",3.89,"Grocery"
4180020065,"WELCH'S ESSENTIALS WHT GRP/PCH/MNG           ",3.99,"Grocery"
4180020102,"WELCH'S LIGHT WHITE GRAPE                    ",3.99,"Grocery"
4180020102,"WELCH'S LIGHT WHITE GRAPE                    ",3.89,"Grocery"
4180020103,"WELCH'S CHILLER GRAPE DRINK                  ",2.99,"Grocery"
4180020104,"WELCH'S CHILLER STRAWBERRY/KIWI              ",2.99,"Grocery"
4180020105,"WELCH'S CHILLER MANGO/PASSION FRT            ",2.99,"Grocery"
4180020106,"WELCH'S CHILLER FRUIT PUNCH                  ",2.99,"Grocery"
4180020108,"WELCH'S ESSENTIAL ORNG/PINEAPL/APL           ",3.89,"Grocery"
4180020108,"WELCH'S ESSENTIALS ORNG/PINE/APPLE           ",3.99,"Grocery"
4180020350,"WELCH'S GRAPE JUICE BOTTLE                   ",2.59,"Grocery"
4180020750,"WELCH'S GRAPE JUICE                          ",5.69,"Grocery"
4180021270,"WELCH'S 100% GRAPE W/FIBER                   ",5.59,"Grocery"
4180021450,"WELCH'S GRAPE JUICE 4 PK                     ",3.19,"Grocery"
4180021800,"WELCH'S GRAPE JUICE                          ",4.09,"Grocery"
4180022350,"WELCH'S WHITE GRAPE JUICE BOTTLE             ",2.59,"Grocery"
4180022600,"WELCH'S RED GRAPE JUICE                      ",5.69,"Grocery"
4180022700,"WELCH'S WHITE GRAPE JUICE                    ",5.69,"Grocery"
4180026100,"WELCH'S GRAPE JUICE                          ",7.19,"Grocery"
4180027100,"WELCH'S PEACH GRAPE JUICE                    ",5.69,"Grocery"
4180030800,"WELCH'S GRAPE JUICE                          ",3.19,"Grocery"
4180030900,"WELCH'S FRUIT PUNCH                          ",3.19,"Grocery"
4180033700,"WELCH'S GRAPE DRINK 6PK                      ",4.49,"Grocery"
4180034620,"WELCH'S MANGO PASSION                        ",3.19,"Grocery"
4180035700,"WELCH'S FRUIT PUNCH DRINK 6PK                ",4.49,"Grocery"
4180037800,"WELCH'S PINEAPPLE/ORANGE                     ",3.19,"Grocery"
4180040111,"WELCHITO GRAPE                               ",0.99,"Grocery"
4180050127,"WELCH'S NATURAL STRAW SPREAD                 ",4.19,"Grocery"
4180050130,"WELCH'S NATURAL GRAPE SPREAD   SQZ           ",3.19,"Grocery"
4180050150,"WELCH'S GRAPE JELLY                          ",3.09,"Grocery"
4180050151,"WELCH'S GRAPE JAM                            ",3.09,"Grocery"
4180050152,"WELCH'S STRAWBERRY SPREAD                    ",4.19,"Grocery"
4180050169,"WELCH'S NATURAL GRAPE SPREAD  SQZE           ",3.19,"Grocery"
4182006979,"CREMORA LITE CREAMER                         ",4.89,"Grocery"
4182006981,"CREMORA INSTANT CREAMER                      ",4.89,"Grocery"
4182006983,"CREMORA INSTANT CREAMER                      ",5.69,"Grocery"
4184080029,"YARDLEY LAVENDER SOAP 2 PK                   ",2.69,"Grocery"
4184080030,"YARDLEY OATMEAL/ALMOND SOAP 2 PK             ",2.69,"Grocery"
4184080031,"YARDLEY ALOE VERA SOAP 2 PK                  ",2.69,"Grocery"
4191100003,"SPRAYWAY GDNIGHT BED BGS/DUST MITES          ",7.79,"Grocery"
4191100050,"SPRAYWAY GLASS CLEANER                       ",3.59,"Grocery"
4195301450,"LAVAZZA ESPRESSO COFFEE                      ",8.49,"Grocery"
4195302709,"LAVAZZA PREMIUM DRIP COFFEE                  ",8.49,"Grocery"
4195303835,"LAVAZZA CREMA E GUSTO                        ",6.19,"Grocery"
4195307505,"LAVAZZA GRAN AROMA MEDIUM ROAST              ",9.39,"Grocery"
4195307506,"LAVAZZA CLASSICO MEDIUM ROAST                ",9.39,"Grocery"
4195307507,"LAVAZZA PERFETO ESPRESSO ROAST               ",9.39,"Grocery"
4195307508,"LAVAZZA GRAN SELEZIONE DARK ROAST            ",9.39,"Grocery"
4200011024,"DIXIE HVY DTY PLATES 10 1/16""                ",3.99,"Grocery"
4200011616,"DIXIE ULTRA PLASTIC CUP 16Z                  ",3.69,"Grocery"
4200015412,"DIXIE ULTRA PAPER BOWL                       ",3.99,"Grocery"
4200015416,"DIXIE ULTRA PLATE 10 1/16""                   ",3.99,"Grocery"
4200015420,"DIXIE ULTRA PLATE 10 1/16""                   ",6.19,"Grocery"
4200015627,"VANITY FAIR 20z BOWLS                        ",3.99,"Grocery"
4200015969,"DIXIE ULTRA PLATES 10 1/16""                  ",13.79,"Grocery"
4200022200,"DIXIE ULTRA MOMENTS 8"" PLATES                ",3.89,"Grocery"
4200022220,"DIXIE ULTRA MOMENTS 10"" PLATES               ",3.89,"Grocery"
4200022240,"DIXIE ULTRA PLASTIC CUP 16Z                  ",3.99,"Grocery"
4200023756,"DIXIE GRAB/GO CUPS/LIDS 12z                  ",6.19,"Grocery"
4200035103,"VANITY FAIR 7"" PLATES                        ",3.99,"Grocery"
4200035127,"VANITY FAIR BEVERAGE NAPKINS                 ",2.49,"Grocery"
4200035127,"VANITY FAIR BEVERAGE NAPKINS                 ",2.49,"Grocery"
4200035130,"VANITY FAIR EVERYDAY NAPKINS PRINTS          ",3.19,"Grocery"
4200035501,"VANITY FAIR LUNCHEON NAPKINS                 ",3.19,"Grocery"
4200035502,"VANITY FAIR NAPKINS                          ",5.49,"Grocery"
4200035515,"VANITY FAIR ELEGANT DINNER NAPKINS           ",3.19,"Grocery"
4200043000,"DIXIE ASSORTED CUP REFILLS 3 OZ              ",2.69,"Grocery"
4200043900,"DIXIE ASSORTED CUP REFILLS 3 OZ              ",4.39,"Grocery"
4200044510,"BRAWNY SINGLE ROLL WHITE                     ",2.09,"Grocery"
4200044511,"BRAWNY BIG ROLL PICK-A-SIZE WHITE            ",2.69,"Grocery"
4200044512,"BRAWNY BIG ROLL PRINTS                       ",2.69,"Grocery"
4200044514,"BRAWNY WHITE PICK-A-SIZE 3PK                 ",5.79,"Grocery"
4200044515,"BRAWNY WHT PICK-A-SIZE TOWELS 3PK            ",6.99,"Grocery"
4200044517,"BRAWNY WHT PICK-A-SIZE TOWELS 6PK            ",10.89,"Grocery"
4200044529,"BRAWNY TOWELS WHITE 8PK                      ",10.89,"Grocery"
4200045100,"DIXIE REFILL CUPS 5 OZ                       ",3.89,"Grocery"
4200049310,"DIXIE HEAVY DUTY PLATES 6 7.8""               ",3.99,"Grocery"
4200051050,"DIXIE HVY DTY PLATES 10 1/16""                ",6.19,"Grocery"
4200059000,"DIXIE HEAVY DUTY BOWL 10z                    ",3.99,"Grocery"
4200061045,"DIXIE HVY DTY PLATES 8 1/2""                  ",3.99,"Grocery"
4200075030,"DIXIE ULTRA STRONG FORKS                     ",3.09,"Grocery"
4200075031,"DIXIE ULTRA STRONG SPOONS                    ",3.09,"Grocery"
4200075032,"DIXIE ULTRA STRONG FORKS/SPOONS              ",3.09,"Grocery"
4200087139,"NORTHERN QUILTED DOUBLE PLUSH 4PK            ",4.49,"Grocery"
4200087140,"NORTHERN QUILTED ULTRA PLUSH 6PK             ",6.29,"Grocery"
4200096361,"NORTHERN DOUBLE ROLL 4PK                     ",4.49,"Grocery"
4200096362,"NORTHERN DOUBLE ROLL 6PK                     ",6.29,"Grocery"
4200096365,"NORTHERN DOUBLE ROLL 12PK                    ",10.99,"Grocery"
4240001593,"BETTER OATS REVOLUTION STL CUT CLASSC        ",4.09,"Grocery"
4240001604,"BETTER OATS REVOLUTION STL CUT APL/CIN       ",4.09,"Grocery"
4240001675,"MOM'S BEST QUICK OATS                        ",2.99,"Grocery"
4240001692,"MOM'S BEST QUICK OATS                        ",1.59,"Grocery"
4240001791,"BETTER OATS REVOLTN STL CUT SYR/BR SGR       ",4.09,"Grocery"
4240002423,"MALT-O-MEAL BERRY CRUNCH PP                  ",2.29,"Grocery"
4240002471,"MALT-O-MEAL BERRY COLOSSAL CRUNCH  BOX       ",2.79,"Grocery"
4240003694,"MALT-O-MEAL HONEY BUZZERS          BOX       ",3.49,"Grocery"
4240003731,"MALT-O-MEAL FRUITY DYNO BITES      BOX       ",2.79,"Grocery"
4240003868,"MALT-O-MEAL APPLE ZINGS PP                   ",2.29,"Grocery"
4240003869,"MALT-O-MEAL CORN BURSTS PP                   ",2.29,"Grocery"
4240003930,"MALT-O-MEAL COCOA DYNO-BITES PP              ",3.49,"Grocery"
4240003935,"MALT-O-MEAL FRUITY DYNO-BITES PP             ",3.49,"Grocery"
4240004422,"MALT-O-MEAL OAT BLENDER W/HNY PP             ",2.29,"Grocery"
4240004431,"MALT-O-MEAL COCOA DYNO BITES       BOX       ",2.79,"Grocery"
4240004745,"MALT-O-MEAL OAT BLENDERS W/HNY     BOX       ",2.79,"Grocery"
4240006855,"MALT-O-MEAL FROSTED FLAKES PP                ",2.29,"Grocery"
4240006922,"MALT-O-MEAL APPLE ZINGS PP                   ",3.49,"Grocery"
4240006923,"MALT-O-MEAL TOOTIE FROOTIES PP               ",3.49,"Grocery"
4240006934,"MALT-O-MEAL BERRY CRUNCH PP                  ",3.49,"Grocery"
4240006936,"MALT-O-MEAL CORNBURST PP                     ",3.49,"Grocery"
4240006937,"MALT-O-MEAL COCO ROOS PP                     ",3.49,"Grocery"
4240006938,"MALT-O-MEAL MARSHMALLOW MATEYS PP            ",3.49,"Grocery"
4240006940,"MALT-O-MEAL HONEY SCOOTERS PP                ",3.49,"Grocery"
4240006944,"MALT-O-MEAL FROSTED FLAKES PP                ",3.49,"Grocery"
4240006946,"MALT-O-MEAL GOLDEN PUFFS PP                  ",3.49,"Grocery"
4240008324,"MALT-O-MEAL BLUEBERRY MUFFIN TOP PP          ",2.29,"Grocery"
4240008475,"MALT-O-MEAL CINNAMON TOAST PP                ",3.49,"Grocery"
4240008477,"MALT-O-MEAL FROSTED MINI SPOONERS   PP       ",3.49,"Grocery"
4240008486,"MALT-O-MEAL RAISIN BRAN         PP BAG       ",3.49,"Grocery"
4240008756,"MALT-O-MEAL RAISIN BRAN PP                   ",2.29,"Grocery"
4240010803,"MALT-O-MEAL COCO ROOS              BOX       ",2.79,"Grocery"
4240010809,"MALT-O-MEAL FROSTED FLAKES         BOX       ",2.79,"Grocery"
4240010815,"MALT-O-MEAL TOOTIE FRUITIES        BOX       ",2.79,"Grocery"
4240010817,"MALT-O-MEAL FROSTED MINI SPOONERS  BOX       ",2.89,"Grocery"
4240010818,"MALT-O-MEAL RAISIN BRAN            BOX       ",2.79,"Grocery"
4240010820,"MALT-O-MEAL GOLDEN PUFFS           BOX       ",2.79,"Grocery"
4240011274,"MALT-O-MEAL BITE SZ FRSTD SPINNRS PP         ",2.29,"Grocery"
4240011275,"MALT-O-MEAL HONEY'N SCOOTERS PP              ",2.29,"Grocery"
4240011276,"MALT-O-MEAL HONEY BUZZERS PP                 ",2.29,"Grocery"
4240011277,"MALT-O-MEAL MARSHMALLOW MATEYS PP            ",2.29,"Grocery"
4240011278,"MALT-O-MEAL GOLDEN PUFFS PP                  ",2.29,"Grocery"
4240011279,"MALT-O-MEAL TOOTIE FRUITIES PP               ",2.29,"Grocery"
4240011280,"MALT-O-MEAL COCOA DYNO-BITES PP              ",2.29,"Grocery"
4240011387,"MALT-O-MEAL CINNAMON TOASTERS PP             ",2.29,"Grocery"
4240011388,"MALT-O-MEAL FRUITY DYNO-BITES PP             ",2.29,"Grocery"
4240011389,"MALT-O-MEAL HONEY GRAHAM SQUARES PP          ",2.29,"Grocery"
4240011475,"MALT-O-MEAL COCO ROOS PP                     ",2.29,"Grocery"
4240012496,"MALT-O-MEAL APPLE ZINGS            BOX       ",2.79,"Grocery"
4240013732,"FARINA MILLS LARGE FARINA                    ",4.39,"Grocery"
4240013755,"FARINA MILLS MEDIUM FARINA                   ",2.79,"Grocery"
4240014180,"MALT-O-MEAL CRISPY RICE BAG PP               ",2.29,"Grocery"
4240017805,"MALT-O-MEAL MINI STRAW SPOONERS     PP       ",2.29,"Grocery"
4240018385,"MALT-O-MEAL COLOSSAL CRUNCH                  ",2.79,"Grocery"
4240019778,"MALT-O-MEAL OAT BLEND ALMOND    PP BAG       ",2.29,"Grocery"
4240021743,"WEIGHT WATCHER HONEY NUT TOASTED OATS        ",4.59,"Grocery"
4240021745,"WEIGHT WATCHER CHOCO FROSTED WHEAT           ",4.59,"Grocery"
4240021747,"WEIGHT WATCHER OAT CLUSTERS W/CHERRIES       ",4.59,"Grocery"
4240021759,"WEIGHT WATCHER OAT CLUSTERS W/ALMONDS        ",4.59,"Grocery"
4240021775,"WEIGHT WATCHER FROSTED WHEAT W/PROTEIN       ",4.59,"Grocery"
4240021786,"MOM'S BEST QUICK OATS                        ",3.39,"Grocery"
4240021996,"MALT-O-MEAL CORN FLAKES                      ",3.49,"Grocery"
4293444032,"ENCORE PREMIUM GUINEA PIG FOOD               ",3.49,"Grocery"
4293444192,"NATURALLY FRSH ASPEN BEDDING                 ",3.79,"Grocery"
4293444429,"ENCORE PREMIUM HAMSTER/GERBL FOOD            ",3.09,"Grocery"
4293444439,"ENCORE PREMIUM RABBIT FOOD                   ",3.49,"Grocery"
4293451112,"ENCORE PREMIUM CANARY FOOD                   ",3.09,"Grocery"
4293451118,"ENCORE PREMIUM COCKATIEL FOOD                ",3.09,"Grocery"
4293451128,"ENCORE PREMIUM FINCH FOOD                    ",3.09,"Grocery"
4293451138,"ENCORE PREMIUM PARAKEET FOOD                 ",3.09,"Grocery"
4293451350,"FRUIT BITES BANQUET PARROT FOOD              ",5.99,"Grocery"
4300000036,"LOG CABIN SYRUP                              ",3.19,"Grocery"
4300000037,"LOG CABIN PANCAKE SYRUP PLASTIC              ",4.69,"Grocery"
4300000046,"MIO LIQUID ENHANCER ENERGY BLK CHERRY        ",4.59,"Grocery"
4300000050,"MIO LIQUID ENHANCER FRUIT PUNCH              ",4.59,"Grocery"
4300000076,"MIO LIQUID ENHANCER MANGO PEACH              ",4.59,"Grocery"
4300000329,"MAXWELL HOUSE INT'L CAFE SF FRENCH VAN       ",4.39,"Grocery"
4300000332,"MAXWELL HOUSE INT'L CAFE CAFE FRANCAIS       ",4.39,"Grocery"
4300000333,"MAXWELL HOUSE INT'L CAFE FRENCH VANILLA      ",4.39,"Grocery"
4300000444,"MAXWELL HOUSE INT'L LATTE DRK MAYAN CHOC     ",4.39,"Grocery"
4300000446,"MAXWELL HOUSE INT'L LATTE DECAF VAN BEAN     ",4.39,"Grocery"
4300000447,"MAXWELL HOUSE INT'L LATTE VAN BEAN           ",4.39,"Grocery"
4300000456,"MAXWELL HOUSE INT'L LATTE MOCHA              ",4.39,"Grocery"
4300000458,"MAXWELL HOUSE INT'L CAFE SUISSE MOCHA        ",4.39,"Grocery"
4300000486,"MAXWELL HOUSE INT'L LATTE CHAI               ",4.39,"Grocery"
4300000487,"MAXWELL HOUSE INT'L CAFE HAZELNUT            ",4.39,"Grocery"
4300000488,"MAXWELL HOUSE INT'L CAFE CAFE VIENNA         ",4.39,"Grocery"
4300000489,"MAXWELL HOUSE INT'L LATTE VAN CARAMEL        ",4.39,"Grocery"
4300000494,"MAXWELL HOUSE INT'L CAFE ORANGE              ",4.39,"Grocery"
4300000552,"MIO FIT LIQ BERRY BLAST                      ",4.59,"Grocery"
4300000555,"MIO FIT LIQ CHERRY BLACKBERRY                ",4.59,"Grocery"
4300000558,"CRYSTAL LIGHT LIQ ICED TEA                   ",4.59,"Grocery"
4300000562,"CRYSTAL LIGHT LIQ MANGO PASSIONFRUIT         ",4.59,"Grocery"
4300000563,"CRYSTAL LIGHT LIQ STRAWBERRY LEMONADE        ",4.59,"Grocery"
4300000574,"KOOL-AID LIQ CHERRY                          ",4.59,"Grocery"
4300000576,"KOOL-AID LIQ ORANGE                          ",4.59,"Grocery"
4300000657,"KOOL-AID LIQ ENHANCER STRAWBERRY             ",4.49,"Grocery"
4300000664,"TANG LIQ ENHANCER ORANGE                     ",4.49,"Grocery"
4300000665,"TANG LIQ ENHANCER ORNGE/PINEAPL              ",4.49,"Grocery"
4300000667,"CRYSTAL LIGHT LIQ BLACK CHERRY/LIME          ",4.49,"Grocery"
4300000881,"MAXWELL HOUSE INT'L CAPPUCCINO ORIGINAL      ",4.39,"Grocery"
4300000882,"MAXWELL HOUSE INT'L CAPPUCCINO TST HZLNT     ",4.39,"Grocery"
4300000883,"MAXWELL HOUSE INT'L CAPPUCCINO CIN DULCE     ",4.39,"Grocery"
4300001055,"YUBAN DARK ROAST                             ",6.09,"Grocery"
4300001117,"CRYSTAL LIGHT OTG FRUIT PUNCH 10PK           ",3.59,"Grocery"
4300001120,"CRYSTAL LIGHT OTG RASPBRRY/LEMONADE 10PK     ",3.59,"Grocery"
4300001133,"CRYSTAL LIGHT FRUIT PUNCH 8QT                ",3.29,"Grocery"
4300001286,"CRYSTAL LIGHT OTG GREEN TEA HONEY 10PK       ",3.59,"Grocery"
4300001556,"STOVE TOP CHICKEN STUFFING                   ",4.39,"Grocery"
4300001627,"YUBAN ORGANIC                                ",6.79,"Grocery"
4300001728,"CRYSTAL LIGHT OTG CHERRY 10PK                ",3.59,"Grocery"
4300001729,"CRYSTAL LIGHT OTG STRAWBERRY 10PK            ",3.59,"Grocery"
4300001879,"JELLO BLACKBERRY FUSION                      ",1.29,"Grocery"
4300001880,"JELLO TROPICAL FUSION                        ",1.29,"Grocery"
4300002259,"CRYSTAL LIGHT IMMUNITY CHERRY                ",4.29,"Grocery"
4300002264,"CRYSTAL LIGHT DECAF ICED TEA                 ",4.29,"Grocery"
4300002346,"KOOL-AID SINGLES PUNCH 12PK                  ",4.49,"Grocery"
4300002821,"KOOL-AID JAMMER ORANGE 10PK                  ",3.49,"Grocery"
4300002822,"KOOL-AID JAMMER BLUE RASPBERRY 10PK          ",3.49,"Grocery"
4300002825,"KOOL-AID JAMMER TROPICAL PUNCH 10PK          ",3.49,"Grocery"
4300002826,"KOOL-AID JAMMER CHERRY 10PK                  ",3.49,"Grocery"
4300002827,"KOOL-AID JAMMER KIWI STRAW 10PK              ",3.49,"Grocery"
4300002828,"KOOL-AID JAMMER GRAPE 1OPK                   ",3.49,"Grocery"
